LocAddState,MktName,LocAddSt,LocAddCity,LocAddZip,x1,y1
Hawaii,"Waimea Homestead Farmers Market, Inc.",Mamalahoa Hwy Hwy 19 @ the 55 mile marker,Kamuela,96743,-155.64,20.0308
Hawaii,Waimea Town Market,65-1224 Lindsey Rd,Kamuela,96743,-155.67,20.0222
Hawaii,Waipahu District Park (People's Open Market),94-230 Paiwa Street,Waipahu,96797,-157.999,21.3872
Hawaii,West Kauai Agricultural Association,Poipu Road and Cane Haul Road,Poipu,,-159.435,21.8815
Idaho,Alpha Nursery Farmers' Market,"12 Alpha Lane,",Cascade,83611,-115.998,44.4251
Idaho,American Falls Farmers Market,City Park on Idaho St.,American Falls,83211,0,0
Idaho,Ashotn Farmers Market,Off Main Street,Ashton,83420,-111.446,44.0714
Idaho,Bitner Vineyards Farmers Market,"Bitner Vineyards, 16645 Plum Rd.",Caldwell,83607,-116.815,43.6107
Idaho,Blackfoot's Farmers Market,Depot Park,Balckfoot,83221,-112.813,43.3438
Idaho,Bonners Ferry Farmers Market,6400 Kootenai St,Bonners Ferry,83805,-116.314,48.6961
Idaho,Bovill Farmers Market,Follow signs through Bovill,Kendrick,83537,-116.615,46.6771
Idaho,Buhl Farmers Market,"Buhl Senior Citizens Center, Main Street & Broadway",Buhl,83316,-114.76,42.5989
Idaho,Caldwell Farmers Market,7th Street and Blaine,Caldwell,83605,-116.689,43.6654
Idaho,Cambridge Farmers Market,Hwy 95 next to The Roundup Coffee,Cambridge,83610,-116.676,44.5725
Idaho,Capital City Public Market,280 N 8th,Boise,83701,-116.202,43.6171
Idaho,Challis Community Farmers Market,City Park,Challis,83226,-114.224,44.5089
Idaho,Challis Community Farmers Market,,none,,0,0
Idaho,Chubbuck Farmers Market,4166 Yellowstone Ave #1212,Chubbuck,83202,-112.462,42.9202
Idaho,Community Food Works Tuesday Growers Market,5th and Washington Streets,Moscow,83843,-117.001,46.7307
Idaho,Crossroads Farmers Market,Lincoln County Courthouse Lawn,Shoshone,83352,-114.406,42.9423
Idaho,Crouch Farmers Market,The Merc Parking Lot,Crouch,83602,-115.97,44.1135
Idaho,Dale's Saturday Market,1296 Kennedy-Ford Road,Potlatch,,-116.965,46.9223
Idaho,Downtown Mid-Week Market,436 Main Ave,Twin Falls,83301,-114.465,42.544
Idaho,Eagle Saturday Market,185 E State St,Eagle,83616,-116.352,43.6951
Idaho,East End Market at Bown Crossing,South Bown Way,Boise,83706,-116.155,43.5743
Idaho,Emmett Farmers Market,Blaser Park - North Washington Avenue,Emmett,83617,-116.5,43.8766
Idaho,Farmers' Market at Sandpoint,"Farmin Park, 3rd & Oak Street",Sandpoint,83864,-116.551,48.2751
Idaho,Gooding Farmers Market,Idaho School for Deaf & Blind parking lot,Gooding,83330,-114.755,42.8653
Idaho,Grangeville Farmers Market,"Heritage Sq., Main Street",Grangeville,83703,-116.121,45.926
Idaho,Hailey Farmers' Market,Main Street between Sturtevants and Bank of America,Hailey,83333,-114.317,43.5209
Idaho,Harrison Grange,Harrison Grange Park in Harrison,Harrison,83833,-116.785,47.4587
Idaho,Hope Community Market,415 Wellington Place,HOpe,83836,-116.297,48.2417
Idaho,Hope Farmers Market,"Community Center, Highway 200 Centennial",Sagle,83860,-116.296,48.2402
Idaho,Hull Farms,1503 s 1600 e,preston,83263,-111.838,42.0688
Idaho,Idaho Falls Farmers' Market,501 West Broadway,Idaho Falls,83402,-112.043,43.4922
Idaho,Kendrick-Juliaetta Farmers Market,Kendrick City Park,Kendrick,83537,0,0
Idaho,Ketchum Farmers Market,4th Ave. Between Walnut & East Ave.,Ketchum,83333,-114.363,43.6799
Idaho,Kooskia/Kamiah Farmers Market,"Longcamp RV Park, Mile Post 68 on Hwy. 12",Kamiah,83536,0,0
Idaho,Kootenai County Farmers Market I,Corner of Hwy. 95 & Prairie Ave.,Hayden,83835,-116.792,47.7444
Idaho,Kootenai County Farmers Market II,5th between Sherman and Front St.,Hayden,83835,0,0
Idaho,Kuna Farmers Market,W 1st St & W 3rd St,Kuna,83634,-116.415,43.4905
Idaho,Laughing Daisy Neighborhood Market,217 Main Street,Kimberly,83341,-114.365,42.5348
Idaho,Lemhi County Farmers' Market,Town Square Park,Salmon,83467,-113.898,45.1767
Idaho,Lewiston Farmers' Market,525 D Street,Lewiston,83501,-117.027,46.4222
Idaho,Mackay Community Farmers Market,Pine and Elm,Mackay,83251,-113.613,43.9133
Idaho,Marsing Farmers Market,Hwy 55 & Snake River,Marsing,83639,-116.801,43.5473
Idaho,McCall Farmers Market,"Pine St., Between Razzle Dazzle & AmeriTitle",McCall,83638,-116.095,44.9121
Idaho,"Meridian Farmers' Market - ""Holiday Bazar""",1626 S. Weells Avenue - Gramercy District,Boise,83709,-116.364,43.5955
Idaho,"Meridian Farmers' Market - Thursday's ""Arrive After Five""",1626 Wells Avenue - Gramercy District,Boise,83709,-116.362,43.5894
Idaho,Meridian Farmers' Market and Bazaar,1200 N. Eagle Rd. (Meridian Crossroads Parking Lot),Meridian,83642,-116.354,43.6158
Idaho,Meridian Urban Market,Idaho St.,Meridian,83642,0,0
Idaho,Middleton Farmers Market,hwy 44 and S Middleton Road,Middleton Idaho,83644,-116.618,43.7057
Idaho,Mini-Cassia Farmers' Market,Gossner Cheese Outlet Store,Burley,83318,-113.761,42.5476
Idaho,Moscow Farmers Market,"Friendship Square, 4th & Main Street",Moscow,83843,-117.001,46.7317
Idaho,Mountain Home Farmers Market,Railroad Park,Mountain Home,ID,-115.696,43.1316
Idaho,Nampa Farmers' Market,One 14th Avenue South,Nampa,83687,-116.557,43.5781
Idaho,Old Towne Ustick Farmers Market,Between 5-Mile & Cloverdale Roads,Boise,83713,-116.323,43.6339
Idaho,Oregon Trail Farmers Market,Soda Springs City Park,Soda Springs,83276,-111.57,42.59
Idaho,Orofino Farmers Market,2200 Michigan Ave.,Orofino,83544,-116.221,46.4855
Idaho,Priest River Farmer's and Flea Market,1015 Aleni Hwy,Priest River,83856,-116.908,48.1844
Idaho,Rathdrum Farmers Market,City Park off Hwy 53,Rathdrum,83858,-116.889,47.8159
Idaho,Rexburg Farmers Market,Parking Lot South of the Tabernacle on Center St.,Rexburg,83440,-111.784,43.8283
Idaho,Salmon Tract Farmers Market,"Behind Boda's Bar & Grill, Hwy. 93",Hollister,83301,0,0
Idaho,Sandpoint Farmers' Market at Sandpoint,Farmin Park (4th Avenue and Main),Sandpoint,83864,-116.552,48.2752
Idaho,Six Rivers Market,524 Church St.,Sandpoint,83864,-116.555,48.274
Idaho,Soda Springs Farmers Market,City Park,Soda Springs,83276,-111.605,42.6546
Idaho,Southeast Idaho Farmers Market,400 Block of Union Pacific Ave.,Pocatello,83205,-112.453,42.8648
Idaho,St. Anthony Farmers Market,,St. Anthony,,0,0
Idaho,St. Maries Farmers Market,"Main Street, near Hughes Historical House",St. Maries,83861,-116.567,47.3152
Idaho,Sunday Market,Downtown on 6th and Sherman,Couer d'Alene,83814,-116.778,47.6735
Idaho,Sustainability Center Farmers' Market,308 River St.,Hailey,83313,-114.318,43.5212
Idaho,Teton Valley Farmers Market,Depot St. & Main St.,Driggs,83422,-111.111,43.7245
Idaho,The Sunset Market at Grand Teton Mall,Grand Teton Mall Parking Lot,Ammon,83401,-112.061,42.6178
Idaho,The Sunset Market at Grand Teton Mall,Grand Teton Mall Parking Lot,Ammon,83401,-111.985,43.4785
Idaho,Troy Community Market,418 s main,Troy,83871,-116.769,46.7357
Idaho,Tuesday Growers Market,5th and Washington Streets,Moscow,83843,-117,46.731
Idaho,West End Senior Center Wednesday Farmer's Market,1010 Main Street,Buhl,83316,-114.76,42.5986
Idaho,Wood River Farmers' Market - Hailey,Main Street between Sturtevants and Bank of America,Hailey,83333,-114.317,43.5209
Illinois,3 French Hens French Country Market,"Canal Port, W. Illinois Ave.",Morris,60450,-88.4237,41.356
Illinois,61st Street Farmers Market,6100 S. Blackstone Ave.,Chicago,60637,-87.5909,41.7843
Illinois,Addison Farmers Market,One Friendship Plaza,Addison,60101,-87.9934,41.9321
Illinois,Algonquin Farmers Market,Washington St & S Harrison St.,Algonquin,60102,-88.293,42.165
Illinois,Alton Farmers and Artisans Market,550 Landmarks Blvd.,Alton,62002,-90.1781,38.889
Illinois,Andersonville Farmers Market,1500 W. Berwyn Ave.,Chicago,60640,-87.6687,41.978
Illinois,Anna/Union County Farmers Market,1150 E Vienna St.,Anna,62906,-89.2093,37.4604
Illinois,Arlington Heights Farmers Market,N. Arlington Heights Rd. at E. Eastman St.,Arlington,60004,-87.9808,42.086
Illinois,Arthur Produce Auction,354 N Cr-100 E,Arthur,61911,-88.4518,39.7033
Illinois,Ashburn (Chicago) Farmers Market,6700 S. Kedzie Ave.,Chicago,60629,-87.626,41.8851
Illinois,Athens Farmers Market,Jefferson St.,Athens,62613,0,0
Illinois,Aurora Farmers Market ATC,"Aurora Transportation Center, 233 N. Broadway",Aurora,60505,-88.3071,41.7664
Illinois,Aurora Farmers Market East,2200 Ridge Ave.,Aurora,60504,-88.2629,41.7289
Illinois,Aurora Farmers Market West,1901 W. Galena Boulevard,Aurora,60506,-88.3647,41.7647
Illinois,Aurora Farmers Market West,233 N. Broadway ( Route 25),Aurora,60505,-88.3085,41.7614
Illinois,Aurora Farmers Market West,3500 McCoy Drive,Aurora,60504,-88.2261,41.7549
Illinois,Aurora Farmers Market West,,none,,0,0
Illinois,Aurora Farmers Market West,,none,,0,0
Illinois,Aurora Farmers Market West,,none,,0,0
Illinois,Austin (Chicago) Farmers Market,5600 W. Madison St.,Chicago,60644,-87.626,41.8851
Illinois,Ava Farmers Market,Main St. & Fifth,Ava,62907,-89.4946,37.8883
Illinois,Barrington Farmers Market,Cook and Lake Cook Roads,Barrington,60010,-88.1348,42.1524
Illinois,Bartlett Farmers Market,203 Main St.,Bartlett,60103,-88.1846,41.9899
Illinois,Batavia Farmers Market,28 S.Waters St.,Batavia,60510,-88.3142,41.8524
Illinois,"Beginning May 11, 2011",506 W. Wood St. on Highway 24,Camp Point,62320,-91.0753,40.0406
Illinois,Belleville Old Town Market,620 N. Illinois St.,Belleville,62220,-89.9791,38.5136
Illinois,Belvidere Farmer's Market and Crafts,1940 N. State St.,Belvidere,61008,-88.8618,42.2724
Illinois,Benton Farmers Market,Huddleson,Benton,62812,-90.363,39.4823
Illinois,Beverly (Chicago) Farmers Market,9500 S. Longwood Dr.,Chicago,60602,-87.66,41.6994
Illinois,Bronzeville (Chicago) Farmers Market,3000 S. King Dr.,Chicago,60602,-87.6267,41.8448
Illinois,Brookfield Farmers Market,8820 Brookfield Avenue,Brookfield,60513,-87.8411,41.8231
Illinois,Brown County Farmers Market,Rte 24 W/Quincy Road,Mt. Sterling,62353,-90.7731,39.9878
Illinois,Bureau County Farmers Market,1023 N. Main St.,Princeton,61356,-88.6872,41.9877
Illinois,Burr Ridge Farmers Market,County Line Rd S/E of Lifetime Fitness,Burr Ridge,60527,0,0
Illinois,Canton Farmers Market,90 E. Locust St.,canton,61542,-90.0349,40.5583
Illinois,Carbondale Community Friday Night Fair,51 N & 13 W,Carbondale,62901,0,0
Illinois,Carbondale Farmers Market,2101 W Main St.,Carbondale,62901,-89.242,37.5453
Illinois,Carlyle Courthouse Square Farmers Market,8th St.,Carlyle,62231,-89.3685,38.6105
Illinois,Carrollton Farmer's Market,,Carrollton,62016,0,0
Illinois,Carterville Farmers Market,304 S. Division St.,Cartiville,62918,-89.0773,37.7574
Illinois,Carthage Farmers Market,Courthouse Square,Carthage,62321,-91.135,40.4127
Illinois,Centralia Farmers Market,E 2nd St. at S. Locust St.,Centralia,62801,-89.1346,38.5264
Illinois,Channahon Farmers Market,24856 west eames st.,channahon,60410,-88.217,41.4387
Illinois,Charleston Farmers Market,500 7th St.,Charleston,61920,-88.1752,39.4947
Illinois,Charleston Farmers Market,,none,,0,0
Illinois,Chatham (Chicago) Farmers Market,E 87th Pl at S Langley Ave,Chicago,60619,-87.6014,41.7358
Illinois,Chicago Nettlehorst French Market,Corner of Broadway & Melrose in lakeview,Chicago,60657,-87.6773,41.9076
Illinois,Chicago's Green City Market,2430 N. Cannon Dr.,Chicago,60614,-87.6351,41.9268
Illinois,Chicago's Green City Market,1799 N. Clark St.,Chicago,60614,-87.6333,41.9147
Illinois,City Centre Market,"20 N Water St., Ste 370",Decatur,62523,0,0
Illinois,City of Cuba,403 E. Jefferson Street,Cuba,61427,-90.1951,40.4926
Illinois,City of Lake Forest Farmers Market,Market Square,Lake Forest,60045,-87.8421,42.2513
Illinois,City of Zion Farmers Market,Shiloh Blvd & Sheridan Rd,Zion,60099,-87.8249,42.4498
Illinois,Clinton Area Farmers and Artisans Market,,Clinton,61727,-88.9607,40.1526
Illinois,Colonial Village Farmers Market,1240 S. Alpine,Rockford,61108,-89.0291,42.2526
Illinois,Community Winter Market,11 North Fifth Street,Geneva,60134,-88.3104,41.8886
Illinois,Conuco Farmers Market,2800 W. Division St.,Chicago,60622,-87.6926,41.903
Illinois,Country Club Hills Farmers Market,4200 W. 183rd St.,Country Club Hills,60478,-87.7162,41.5572
Illinois,Country Fair Farmers Market In Champaign,229 Mattis Ave.,Champaign,61821,-88.2769,40.1148
Illinois,Country Side Farmers Market,,LaGrange,60525,-88.2835,39.7972
Illinois,Crete European Market,1321 Main St.,Crete,60417,-87.6314,41.4456
Illinois,Crystal Lake Farmers Market,"Depot Park, Woodstock & Williams Streets",Crystal Lake,60014,-88.3172,42.2438
Illinois,Daley Plaza Chicago Farmers Market,50 W. Washington St.,Chicago,60602,-87.626,41.8851
Illinois,Danville Farmers Market,319 N. Vermilion Street,Danville,61832,-87.6299,40.1304
Illinois,Deerfield Farmers Market,Deerfield Rd. & Robert York Ave.,Deerfield,60015,-87.8489,42.1676
Illinois,DeKalb Farmers' Market,Corner of 2nd and Locust Streets,DeKalb,60115,-88.7518,41.9309
Illinois,Discover Sycamore's Farmers Market,300 W Elm St.,Sycamore,60178,-88.6871,41.9877
Illinois,Division Street Chicago Farmers Market,1200 N Dearborn,Chicago,60610,-87.6304,41.9042
Illinois,Dixon Park District Farmers Market,317 W. 3rd St.,Dixon,61021,-89.4856,41.8413
Illinois,Downers Grove Farmers Market,Main Street Metro Station,Downers Grove,60516,-88.0091,41.7951
Illinois,Downs Village Market,South Seminary St,Downs,61736,0,0
Illinois,Downtown Bloomington Farmers Market,N. Main St. at E. Jefferson St.,Bloomington,61701,-88.9947,40.4813
Illinois,Downtown Downers Grove Market,5001 Main St,Downers Grove,60515,-88.0099,41.7953
Illinois,Downtown Elgin Harvest Market,200 North Grove Avenue,Elgin,60120,-88.2869,42.0409
Illinois,Du Quion Farmers Market,Keyes Park at Park Êand Divisions,Du Quoin,62832,-89.2385,38.0132
Illinois,Dunning-Eli's (Chicago) Farmers Market,6701 W. Forest Preserve Ave.,Chicago,60634,-87.7947,41.9594
Illinois,Dwight Main Street Farmers Market,132 E Main St,Dwight,60420,-88.4267,41.093
Illinois,East Dubuque,470 Sinsinawa Ave.,East Dubuque,61025,-90.6407,42.4908
Illinois,East Dubuque,,none,,0,0
Illinois,East Dubuque,,none,,0,0
Illinois,East Dundee Farmers Market,319 N River St,East Dundee,60118,-88.2749,42.1011
Illinois,East Moline Farmers Market,1112 42nd Ave.,East Moline,61244,-90.4875,41.4798
Illinois,Eden Place Community Farmers Market,43rd Place and Shields Ave.,Chicago,60609,-87.6348,41.8154
Illinois,Edgebrook Farmers Market,1639 N Alpine & Highcrest,Rockford,61107,-89.0288,42.2856
Illinois,Edgewater Green Farmers Market,6034 N. Broadway St.,Chicago,60660,-87.8054,41.9891
Illinois,Edwards County Farmers Market,S 4th St. at E. Main St.,Albion,62806,-88.0586,38.3785
Illinois,Elburn Farmers Market,500 Filmore St,Elburn,60119,-88.4745,41.887
Illinois,Eli's Cheesecake and Wright College Farmer's Market,6701 W. Forest Preserve Drive,Chicago,60634,-87.7944,41.9595
Illinois,Elizabeth Farmers' Market,411 W. Catlin,Elizabeth,61028,-90.2285,42.3164
Illinois,Elk Grove Village Farmers Market,1000 Wellington Ave.,Elk Grove Village,60007,-88.0092,42.0035
Illinois,Elmhurst Farmers Market,105 E. Vallette St.,Elmhurst,60126,-87.9419,41.8835
Illinois,Englewood Farmers Market,6452 S Ashland Ave.,Chicago,60637,-87.6645,41.7761
Illinois,Erie Street Farmers Market,500 W Erie St,Chicago,60610,-87.6414,41.8939
Illinois,Evanston's Farmers Market,University at Oak Ave.,Evanston,60201,-87.6865,42.051
Illinois,Evergreen Park Farmers Market,8900 S Kedzie Ave,Evergreen Park,60805,-87.7022,41.7316
Illinois,Farmer Fridays at Uncommon Ground,1401 West Devon Ave,Chicago,60660,-87.6657,41.9978
Illinois,FARMERS' MARKET - LINCOLN,Pekin St at N Kickapoo St,Lincoln,62656,-89.3614,40.1476
Illinois,"Farmer's Market of Carbondale, Illinois",Westown Mall,Carbondale,62903,0,0
Illinois,Farmers Market on Historic North 1st Street,North 1st Street,Champaign,61820,0,0
Illinois,Farmstand at CHSAS,3857 W 111th St,Chicago,60655,-87.718,41.6881
Illinois,Federal Plaza (Chicago) Farmers Market,230 South Dearborn St.,Chicago,60602,-87.6294,41.879
Illinois,First Market in Mahomet,IL-47 & E Main St.,Mahomet,61853,-88.4,40.1941
Illinois,Flora Farmers Market,122 N. Main St.,Flora,62839,-88.4861,38.669
Illinois,Flossmoor Farmers Market,1000 Sterling Ave,Flossmoor,60422,-87.6787,41.5438
Illinois,Frankfort Country Market,oak and kansas,frankfort,60423,-87.8295,41.4875
Illinois,Galena Farmers Market,121 E. Commerce St.,Galena,61036,-90.3976,42.4088
Illinois,Galena Territory Farmers Market,2000 Territory Drive,Galena,61036,-90.3151,42.4045
Illinois,Galesburg Farmers Market,Parking Lot - see description below,Galesburg,61401,-90.3654,40.9461
Illinois,Garfield Park (Chicago) Farmers Market,300 N Central Park Ave.,Chicago,60602,-87.7164,41.8863
Illinois,Gately/Pullman (Chicago) Farmers Market,11141 S. Cottage Grove ÊAve.,Chicago,60602,-87.6244,41.8815
Illinois,Geneva French Market,South St. at 4th St,Geneva,60134,-88.3097,41.8819
Illinois,Geneva Green Market,75 North River Lane,Geneva,60134,-88.3035,41.8888
Illinois,"Geneva Green Market,(summer) Community Winter Market,(winter)","11 N. 5th St. (winter), 75 N. River Lane(summer)",Geneva,60134,-88.3102,41.8887
Illinois,"Geneva Green Market,(summer) Community Winter Market,(winter)",11 N 5th St,Geneva,60134,-88.3102,41.8887
Illinois,Gibson City Farmers Market,126 N. Sangamon,Gibson City,60936,-88.3692,40.4656
Illinois,Glen Ellyn Farmers Market,400 Main St.,Glen Ellyn,60611,-87.7291,42.0335
Illinois,Glencoe French Market,355 Park Ave.,Glenco,60022,-87.7596,42.1342
Illinois,Glenview Farmers Market,1510 Wagner Rd.,Glenview,60025,-87.7808,42.0819
Illinois,Glenwood Sunday Market,,Chicago,60626,0,0
Illinois,Golconda Farmers Market,310 E. Main St.,Golconda,62938,-88.4849,37.3671
Illinois,Grayslake Farmers Market,147 Center Street,Grayslake,60030,-88.0407,42.3443
Illinois,Green City Market,1750 N. Clark St.,Chicago,60614,-87.6339,41.9159
Illinois,Greenfield Farmers Market,City Square,Greenefield,62044,0,0
Illinois,Greenwood Methodist Church Market,11474 Ward Rd,Valier,62891,0,0
Illinois,Gurnee Farmers Market,Grand Ave. & Kilbourne Rd.,Gurnee,60031,-87.9116,42.371
Illinois,Harvard Farmers Market,,Harvard,60033,-88.616,42.4197
Illinois,Heritage Farmers Market,20235 State Rt. 9,Perkin,61554,-89.633,40.5721
Illinois,Herrin Farmers Market,Park Ave.,Herrin,62948,-89.0288,37.8029
Illinois,Highland Farmers Market,907 Main Street,Highland,62249,-89.6798,38.7405
Illinois,Hillsboro Farmers Market,509 School Street,Hillsboro,62049,-89.489,39.156
Illinois,Hines Veterans Hospital Farmers Market,5th Ave.,Hines,60141,0,0
Illinois,Hinsdale Farmers Market,19 E. Chicago Ave.,Hinsdale,60521,-87.9283,41.8038
Illinois,Home Grown Market on the Square,321 West 2nd Avenue,Milan,61264,-90.5707,41.4525
Illinois,Homer Glen Farmers Market,159th & Bell Rd.,Homer Glen,60491,-87.9315,41.6001
Illinois,Homewood Farmers Market,18200 Dixie Highway,Homewood,60430,-87.6654,41.5635
Illinois,Huntley Farmers Market,11704 Coral St.,Huntley,60142,-88.4252,42.1687
Illinois,Hyde Park (Chicago) Farmers Market,5211 S. Harper Ave.,Chicago,60602,-87.6046,41.8006
Illinois,Illinois Products Farmers Market,Grandstand Ave.,Springfield,62702,0,0
Illinois,Immanuel Indoor Farmers Market,616 Lake St.,Evanston,60201,-87.6812,42.0441
Illinois,Independence Park Farmers Market,3945 N Springfield Ave.,Chicago,60618,-87.725,41.9527
Illinois,Jacksonville Farmers Market at Lincoln Square,901 W. Morton Ave.,Jacksonville,62650,-90.4043,39.778
Illinois,Jacksonville Main Street Farmers Market on the Square,100 Block of West Douglas,Jacksonville,62650,0,0
Illinois,Joliet Farmers' Market,Chicago Street from Van Buren to Jefferson Street,Joliet,60432,-88.0815,41.5254
Illinois,Kankakee County Farmers Market II,805 N. Kennedy Dr.,Kankakee,60901,-87.8785,41.1298
Illinois,Kankakee Farmers' Market,200 E. Merchant St.,Kankakee,60901,-87.864,41.1191
Illinois,LaGrange Park Farmers Market I,439 N. LaGrange Rd.,LaGrange,60525,-87.8657,41.7864
Illinois,LaGrange Park Farmers Market II,53 S. LaGrange Rd.,La Grange Park,60526,-87.868,41.8346
Illinois,LaSalle Farmers Market,2nd St. & Gooding St.,La Salle,61301,-89.097,41.3291
Illinois,Lawndale (Chicago) Farmers Market,3555 W. Ogden Ave.,Chicago,60623,-87.7238,41.8774
Illinois,Lawrence County Farmers Market,712 12th St.,Lawrenceville,62439,-87.685,38.7257
Illinois,Lena Farmers Market,,Lena,61032,0,0
Illinois,Libertyville's Main St. Farmers Market,W Church Street,Libertyville,60048,-87.9576,42.288
Illinois,Lincoln Mall Farmers Market,Rt. 30,Matteson,60443,-87.7135,41.5034
Illinois,Lincoln Park (Chicago) Farmers Market,2000 N-700 W lincoln Park High School Parking lot,Chicago,60602,-87.6709,41.8971
Illinois,Lincoln Square Chicago Farmers Market,City parking lot adjacent to Brown Line station,Chicago,60602,-87.8054,41.9891
Illinois,Lincolnwood Farmers Market,4707 W Pratt Ave.,Lincolnwood,60712,-87.7459,42.0045
Illinois,Lisle French Market,Downtown Lisle-Burlington,Lisle,60532,-88.0745,41.7984
Illinois,Lockport Farmers Market,Rt. 7 by Historic Canal,Lockport,60441,-88.0623,41.5898
Illinois,Logan Square Farmers Market,3107 W Logan Blvd,Chicago,60647,-87.7049,41.9279
Illinois,Lombard Farmers Market,Park Ave. N. of St. Charles Rd.,Lombard,60148,-88.0186,41.8873
Illinois,Lombard French Market,St. Charles Road one block east of Main Street,Lombard,60148,-88.0183,41.8873
Illinois,Lombard French Market,,none,,0,0
Illinois,Loyola University Chicago Farmers' Market,6556 N. Sheridan Road,Chicago,60626,-87.6612,42.0018
Illinois,Loyola University Chicago Farmers' Market,,none,,0,0
Illinois,Macomb Farmers Market,Court House Square,Macomb,61455,-90.6711,40.4592
Illinois,Main Street Farmers Market,700 block of 15th Avenue,East Moline,61244,-90.4435,41.5157
Illinois,Main Street Farmers Market Downtown Aledo,S. College Ave.,Aledo,61231,-88.7529,41.9301
Illinois,MAIN STREET MARKET,344 E Maple Avenue; AMERICAN LEGION PARKING LOT,Roselle,60172,-88.0716,41.9814
Illinois,"Main Street Market, East Moline, Illinois",,East Moline,61244,0,0
Illinois,Main Street Paris Farmers Market,Southside of Square,Paris,60420,-87.6949,39.6131
Illinois,MainStreet Libertyville Farmers Market,W Church Street,Libertyville,60048,0,0
Illinois,MainStreet Libertyville Farmers Market,,none,,0,0
Illinois,Manhattan Farmers Market,Wabash St.,Manhattan,60442,-87.9854,41.4211
Illinois,Manteno Farmers Market,S.E. Corner of Division & Main,Manteno,60950,-87.8357,41.248
Illinois,Marengo Friday Farmers Market,W Washington St. at S Ann St.,Marengo,60152,-88.6121,42.2495
Illinois,Marion Farmers Market,"507 W. Main, Senior Citizens Parking Lot",Marion,62959,-88.9305,37.7308
Illinois,Marseilles Farmers Market,Knudson Park on Lincoln St,Marseilles,61341,-88.6698,41.3312
Illinois,Mattoon Farmers Market,500 Broadway Ave.,Mattoon,61938,-88.3592,39.4829
Illinois,Maywood MultiCultural Farmers Market,121 S 5th Avenue,Maywood,60153,-87.8389,41.8875
Illinois,Maywood MultiCultural Farmers Market,,none,,0,0
Illinois,McHenry Farmers Market,3400 Pearl St.,McHenry,60050,-88.2643,42.3466
Illinois,Mendota Farmers Market,700 Main St.,Mendota,61342,-89.1156,41.5489
Illinois,Metamora Farmers Market,On the Square in Metamora,Metamora,61548,-89.3629,40.7913
Illinois,Mokena French Market,Wolf Rd. at Front St.,Mokena,60448,-87.8893,41.5303
Illinois,Monee Farmers Market,25510 S Governors Hwy,Monee,60449,-87.7418,41.4267
Illinois,Monmouth Farmers Market,122 W. Boston Ave.,Monmouth,61462,-90.6482,40.914
Illinois,Monroe County Farmers Market-Columbia IL,229 N. Main St.,Columbia,62236,-90.1463,38.3233
Illinois,Monroe County Farmers Market-Waterloo IL,100 W. Mill St.,Waterloo,62298,-90.2048,38.4403
Illinois,Monticello Main Street Farmers Market,State and Livinston Streets,Monticello,61856,-88.5718,40.0261
Illinois,Morgan Park (Chicago) Farmers Market,"Shiloah M.B. Church lot, 92nd & Ashland",Chicago,60602,-87.5544,41.7162
Illinois,Morton Farmers Market,210 S Main street,Morton,61550,-89.4625,40.6094
Illinois,Morton Grove Farmers' Market,8930 Waukegan Road,Morton Grove,60053,-87.7993,42.0429
Illinois,Mount Morris Farmers Market,117 Main St,Mt. Morris,61054,-89.4357,42.0485
Illinois,Mt. Carroll Farmers Market,116 E Market Street,Mt. Carroll,61053,-89.9787,42.1013
Illinois,Mt. Morris Farmers Market,Mt. Morris Public Library,Mt. Morris,60154,-89.4319,42.0478
Illinois,Mt. Morris Farmers Market,105 S. Mckendrie Ave.,Oregan,61061,-89.3513,42.0036
Illinois,Mt. Prospect Farmers Market,Metro Station parking lot,Mount Prospect,60056,-87.9329,42.0616
Illinois,Mundelein Farmers Market,,Mundelein,60060,-88.0025,42.2714
Illinois,Murphysboro Farmers Market,"city parking lot, corner of 11th and Chestnut Streets",Murphysboro,62966,-89.3334,37.7637
Illinois,Museum of Contemporary Art Streeterville Chicago Market,220 E Chicago Ave,Chicago,60611,-87.6213,41.8972
Illinois,Naperville Farmers Market,200 E. 5th St.,Naperville,60563,-88.1473,41.7659
Illinois,Nashville Chamber of Commerce Market,South side of Courthouse,Nashville,62263,-89.3902,38.3374
Illinois,Near North (Chicago) Farmers Market,Old Division & Dearborn Streets (1200 N-50 W),Chicago,60602,-87.63,41.9039
Illinois,Nettelhorst French Market,3252 N Broadway St.,Chicago,60657,-87.6447,41.9414
Illinois,New Lenox Farmers Market,1 Veterans Parkway,New Lenox,60451,-87.9799,41.5142
Illinois,Nokomis Farmers Market,301 E State St.,Nokomis,62075,-89.2833,39.3025
Illinois,North Bloomington Street Farmers Market,1215 North Bloomington(Route 23),Streator,61364,-88.8357,41.1328
Illinois,North Center (Chicago) Farmers Market,Belle Plain/Damien/Lincoln (4100N - 2000N),Chicago,60602,-87.8115,41.9443
Illinois,North End Commons Farmers Market,City lot at Latham and King Streets,Rockford,61103,-89.081,42.2873
Illinois,North Naples Green Market,,none,,0,0
Illinois,North Naples Green Market,,none,,0,0
Illinois,Northbrook Farmers Market,3700 Dundee Rd.,Northbrook,60062,-87.87,42.1386
Illinois,Northfield Farmers' market,4 Happ Rd,Northfield,60093,-87.7669,42.0887
